File_ID,hair_level_auto,hair_coverage_pct_auto
img_0131.png,2,53.558349609375
img_0132.png,0,2.5390625
img_0133.png,1,6.840458622685184
img_0134.png,0,2.8040002893518516
img_0135.png,1,5.170355902777778
img_0136.png,0,2.048972800925926
img_0137.png,2,11.592158564814815
img_0138.png,1,3.5490813078703707
img_0139.png,1,4.059968171296297
img_0140.png,0,0.031647858796296294
img_0141.png,1,4.456922743055555
img_0142.png,1,7.8468605324074066
img_0143.png,1,4.276982060185185
img_0144.png,1,6.500470196759259
img_0145.png,0,1.5525535300925926
img_0146.png,1,6.1460141782407405
img_0147.png,0,0.026222511574074077
img_0148.png,0,0.39785879629629634
img_0149.png,0,0.07143373842592593
img_0150.png,1,3.7877965856481484
img_0151.png,1,7.370334201388889
img_0152.png,2,20.195176866319446
img_0153.png,0,1.9865813078703702
img_0154.png,1,3.7914134837962967
img_0155.png,1,7.050238715277778
img_0156.png,1,3.2057020399305554
img_0157.png,0,0.5298755787037037
img_0158.png,0,0.4403573495370371
img_0159.png,0,2.7642144097222223
img_0160.png,2,25.68359375
img_0161.png,0,2.609592013888889
img_0162.png,0,1.629412615740741
img_0163.png,0,0.07957175925925926
img_0164.png,0,1.4756944444444444
img_0165.png,1,5.117006655092593
img_0166.png,0,0.06781684027777778
img_0167.png,2,25.382486979166668
img_0168.png,1,3.9614076967592595
img_0169.png,1,4.2905454282407405
img_0170.png,1,4.668511284722222
img_0171.png,2,13.109447337962962
img_0172.png,1,4.918981481481482
img_0173.png,2,13.121202256944445
img_0174.png,1,4.888237847222222
img_0175.png,0,2.6054983319940583
img_0176.png,2,12.023473668981481
img_0177.png,1,3.2136140046296293
img_0178.png,0,0.5172164351851852
img_0179.png,0,0.6202980324074074
img_0180.png,0,0.34360532407407407
img_0181.png,1,8.594654224537036
img_0182.png,1,9.27101417824074
img_0183.png,2,36.839011863425924
img_0184.png,2,39.93123372395833
img_0185.png,0,2.0842375578703702
img_0186.png,1,8.814380787037036
img_0187.png,0,2.766927083333333
img_0188.png,1,5.885597511574074
img_0189.png,0,1.1447482638888888
img_0190.png,0,2.830222800925926
img_0191.png,1,3.369140625
img_0192.png,2,14.513708043981483
img_0193.png,2,11.912706163194445
img_0194.png,2,72.564697265625
img_0195.png,2,17.182978877314813
img_0196.png,0,2.345558449074074
img_0197.png,2,16.27785011574074
img_0198.png,1,6.984230324074074
img_0199.png,1,3.5707826967592595
img_0200.png,1,6.99146412037037
img_0201.png,0,1.994719328703704
img_0202.png,0,0.8524576822916666
img_0203.png,0,2.587890625
img_0204.png,0,0.0072337962962962955
img_0205.png,0,0.11574074074074073
img_0206.png,2,26.22612847222222
img_0207.png,1,9.365053530092593
img_0208.png,0,2.9242621527777777
img_0209.png,2,17.62017144097222
img_0210.png,1,3.8013599537037033
img_0211.png,0,0.2631293402777778
img_0212.png,1,7.212999131944445
img_0213.png,2,22.703721788194446
img_0214.png,2,20.65700954861111
img_0215.png,0,1.2315538194444444
img_0216.png,0,0.40328414351851855
img_0217.png,1,4.6567563657407405
img_0218.png,2,16.455078125
img_0219.png,0,0.6980613425925926
img_0220.png,0,2.197265625
img_0221.png,2,37.86756727430556
img_0222.png,2,61.954752604166664
img_0223.png,0,1.740632233796296
img_0224.png,1,6.5773292824074066
img_0225.png,0,2.801287615740741
img_0226.png,0,0.14015480324074073
img_0227.png,2,50.25021758050479
img_0228.png,1,6.524884259259259
img_0229.png,0,0.7496021412037037
img_0230.png,1,4.82494212962963
img_1310.png,1,3.551793981481482
img_1311.png,0,2.907986111111111
img_1312.png,0,2.8148509837962963
